epoch,client_id,scoreA_count,scoreA_precision,scoreA_recall,scoreA_false_clean,scoreA_missed_clean,true_clean_count,total_count
157,17,242,0.954545,0.962500,11,9,240,400
157,27,245,0.955102,0.975000,11,6,240,400
158,15,228,0.951754,0.904167,11,23,240,400
158,93,239,0.995816,0.991667,1,2,240,400
158,59,236,0.987288,0.970833,3,7,240,400
158,29,240,1.000000,1.000000,0,0,240,400
158,43,235,0.991489,0.970833,2,7,240,400
158,25,238,0.987395,0.979167,3,5,240,400
158,45,233,0.957082,0.929167,10,17,240,400
158,88,240,1.000000,1.000000,0,0,240,400
158,56,241,0.970954,0.975000,7,6,240,400
158,53,238,0.991597,0.983333,2,4,240,400
159,88,240,1.000000,1.000000,0,0,240,400
159,45,236,0.953390,0.937500,11,15,240,400
159,21,243,0.954733,0.966667,11,8,240,400
159,8,237,1.000000,0.987500,0,3,240,400
159,63,243,0.971193,0.983333,7,4,240,400
159,23,240,0.983333,0.983333,4,4,240,400
159,4,240,0.995833,0.995833,1,1,240,400
159,66,237,0.995781,0.983333,1,4,240,400
159,44,245,0.971429,0.991667,7,2,240,400
159,32,237,0.991561,0.979167,2,5,240,400
160,51,126,0.904762,0.475000,12,126,240,400
160,8,236,1.000000,0.983333,0,4,240,400
160,58,239,0.966527,0.962500,8,9,240,400
160,31,238,0.983193,0.975000,4,6,240,400
160,67,232,0.982759,0.950000,4,12,240,400
160,62,241,0.983402,0.987500,4,3,240,400
160,18,233,0.978541,0.950000,5,12,240,400
160,3,239,0.995816,0.991667,1,2,240,400
160,26,247,0.963563,0.991667,9,2,240,400
160,73,238,0.987395,0.979167,3,5,240,400
161,56,245,0.975510,0.995833,6,1,240,400
161,87,242,0.958678,0.966667,10,8,240,400
161,1,238,0.991597,0.983333,2,4,240,400
161,21,248,0.947581,0.979167,13,5,240,400
161,53,237,0.991561,0.979167,2,5,240,400
161,46,237,0.995781,0.983333,1,4,240,400
161,49,242,0.975207,0.983333,6,4,240,400
161,99,244,0.963115,0.979167,9,5,240,400
161,44,246,0.967480,0.991667,8,2,240,400
161,92,242,0.987603,0.995833,3,1,240,400
162,83,239,0.979079,0.975000,5,6,240,400
162,9,240,1.000000,1.000000,0,0,240,400
162,30,246,0.959350,0.983333,10,4,240,400
162,91,241,0.950207,0.954167,12,11,240,400
162,59,237,0.991561,0.979167,2,5,240,400
162,77,240,0.979167,0.979167,5,5,240,400
162,47,241,0.987552,0.991667,3,2,240,400
162,1,240,0.991667,0.991667,2,2,240,400
162,81,224,0.982143,0.916667,4,20,240,400
162,44,240,0.987500,0.987500,3,3,240,400
163,0,240,1.000000,1.000000,0,0,240,400
163,2,240,1.000000,1.000000,0,0,240,400
163,37,245,0.971429,0.991667,7,2,240,400
163,92,242,0.983471,0.991667,4,2,240,400
163,78,259,0.926641,1.000000,19,0,240,400
163,73,236,0.991525,0.975000,2,6,240,400
163,1,239,0.991632,0.987500,2,3,240,400
163,74,240,1.000000,1.000000,0,0,240,400
163,42,238,0.987395,0.979167,3,5,240,400
163,16,240,0.979167,0.979167,5,5,240,400
164,47,238,0.987395,0.979167,3,5,240,400
164,29,240,1.000000,1.000000,0,0,240,400
164,99,249,0.955823,0.991667,11,2,240,400
164,30,246,0.959350,0.983333,10,4,240,400
164,53,237,0.987342,0.975000,3,6,240,400
164,71,239,0.991632,0.987500,2,3,240,400
164,68,237,0.987342,0.975000,3,6,240,400
164,22,248,0.959677,0.991667,10,2,240,400
164,96,242,0.983471,0.991667,4,2,240,400
164,31,238,0.987395,0.979167,3,5,240,400
165,37,240,0.979167,0.979167,5,5,240,400
165,71,237,0.995781,0.983333,1,4,240,400
165,49,234,0.978632,0.954167,5,11,240,400
165,14,237,0.995781,0.983333,1,4,240,400
165,18,235,0.978723,0.958333,5,10,240,400
165,32,232,0.995690,0.962500,1,9,240,400
165,50,255,0.921569,0.979167,20,5,240,400
165,60,240,1.000000,1.000000,0,0,240,400
165,39,244,0.967213,0.983333,8,4,240,400
165,9,240,1.000000,1.000000,0,0,240,400
166,75,234,0.995726,0.970833,1,7,240,400
166,28,239,0.970711,0.966667,7,8,240,400
166,59,240,0.987500,0.987500,3,3,240,400
166,81,224,0.982143,0.916667,4,20,240,400
166,2,240,1.000000,1.000000,0,0,240,400
166,42,232,0.987069,0.954167,3,11,240,400
166,99,245,0.967347,0.987500,8,3,240,400
166,88,240,1.000000,1.000000,0,0,240,400
166,98,237,0.978903,0.966667,5,8,240,400
166,72,250,0.944000,0.983333,14,4,240,400
167,98,237,0.970464,0.958333,7,10,240,400
167,7,241,0.979253,0.983333,5,4,240,400
167,47,240,0.983333,0.983333,4,4,240,400
167,94,239,0.987448,0.983333,3,4,240,400
167,5,237,0.987342,0.975000,3,6,240,400
167,45,232,0.965517,0.933333,8,16,240,400
167,39,249,0.955823,0.991667,11,2,240,400
167,2,240,1.000000,1.000000,0,0,240,400
167,88,240,1.000000,1.000000,0,0,240,400
167,90,240,0.995833,0.995833,1,1,240,400
168,71,238,0.995798,0.987500,1,3,240,400
168,26,246,0.967480,0.991667,8,2,240,400
168,32,234,0.995726,0.970833,1,7,240,400
168,7,241,0.979253,0.983333,5,4,240,400
168,29,240,1.000000,1.000000,0,0,240,400
168,45,240,0.958333,0.958333,10,10,240,400
168,51,126,0.904762,0.475000,12,126,240,400
168,0,240,1.000000,1.000000,0,0,240,400
168,90,239,0.995816,0.991667,1,2,240,400
168,42,239,0.987448,0.983333,3,4,240,400
169,99,247,0.959514,0.987500,10,3,240,400
169,88,240,1.000000,1.000000,0,0,240,400
169,79,244,0.967213,0.983333,8,4,240,400
169,11,240,0.966667,0.966667,8,8,240,400
169,18,233,0.974249,0.945833,6,13,240,400
169,66,237,1.000000,0.987500,0,3,240,400
169,54,243,0.983539,0.995833,4,1,240,400
169,57,238,0.949580,0.941667,12,14,240,400
169,0,240,1.000000,1.000000,0,0,240,400
169,22,247,0.959514,0.987500,10,3,240,400
170,96,241,0.991701,0.995833,2,1,240,400
170,1,237,0.987342,0.975000,3,6,240,400
170,73,236,0.991525,0.975000,2,6,240,400
170,26,244,0.971311,0.987500,7,3,240,400
170,44,243,0.983539,0.995833,4,1,240,400
170,0,240,1.000000,1.000000,0,0,240,400
170,88,240,1.000000,1.000000,0,0,240,400
170,42,238,0.987395,0.979167,3,5,240,400
170,14,239,0.991632,0.987500,2,3,240,400
170,3,239,1.000000,0.995833,0,1,240,400
171,10,238,0.966387,0.958333,8,10,240,400
171,22,245,0.963265,0.983333,9,4,240,400
171,92,242,0.983471,0.991667,4,2,240,400
171,40,247,0.927126,0.954167,18,11,240,400
171,60,240,1.000000,1.000000,0,0,240,400
171,49,239,0.974895,0.970833,6,7,240,400
171,98,238,0.974790,0.966667,6,8,240,400
171,79,225,0.982222,0.920833,4,19,240,400
171,85,243,0.983539,0.995833,4,1,240,400
171,87,242,0.962810,0.970833,9,7,240,400
172,17,241,0.958506,0.962500,10,9,240,400
172,98,236,0.978814,0.962500,5,9,240,400
172,76,242,0.987603,0.995833,3,1,240,400
172,73,239,0.987448,0.983333,3,4,240,400
172,88,240,1.000000,1.000000,0,0,240,400
172,48,243,0.962963,0.975000,9,6,240,400
172,9,240,1.000000,1.000000,0,0,240,400
172,60,240,1.000000,1.000000,0,0,240,400
172,61,240,1.000000,1.000000,0,0,240,400
172,50,257,0.922179,0.987500,20,3,240,400
173,2,240,1.000000,1.000000,0,0,240,400
173,44,246,0.967480,0.991667,8,2,240,400
173,13,240,0.995833,0.995833,1,1,240,400
173,28,241,0.966805,0.970833,8,7,240,400
173,19,234,0.987179,0.962500,3,9,240,400
173,94,240,0.987500,0.987500,3,3,240,400
173,60,240,1.000000,1.000000,0,0,240,400
173,0,240,1.000000,1.000000,0,0,240,400
173,56,243,0.971193,0.983333,7,4,240,400
173,58,239,0.979079,0.975000,5,6,240,400
174,34,245,0.955102,0.975000,11,6,240,400
174,8,237,1.000000,0.987500,0,3,240,400
174,6,236,0.995763,0.979167,1,5,240,400
174,93,238,0.995798,0.987500,1,3,240,400
174,88,240,1.000000,1.000000,0,0,240,400
174,3,237,1.000000,0.987500,0,3,240,400
174,26,247,0.971660,1.000000,7,0,240,400
174,61,240,1.000000,1.000000,0,0,240,400
174,94,241,0.987552,0.991667,3,2,240,400
174,33,251,0.940239,0.983333,15,4,240,400
175,15,249,0.955823,0.991667,11,2,240,400
175,43,238,0.991597,0.983333,2,4,240,400
175,90,239,0.995816,0.991667,1,2,240,400
175,68,237,0.983122,0.970833,4,7,240,400
175,17,241,0.958506,0.962500,10,9,240,400
175,76,242,0.983471,0.991667,4,2,240,400
175,58,238,0.974790,0.966667,6,8,240,400
175,60,240,1.000000,1.000000,0,0,240,400
175,69,244,0.930328,0.945833,17,13,240,400
175,30,247,0.959514,0.987500,10,3,240,400
176,36,238,0.991597,0.983333,2,4,240,400
176,67,236,0.991525,0.975000,2,6,240,400
176,84,236,0.995763,0.979167,1,5,240,400
176,22,246,0.963415,0.987500,9,3,240,400
176,51,126,0.904762,0.475000,12,126,240,400
176,16,239,0.979079,0.975000,5,6,240,400
176,19,246,0.951220,0.975000,12,6,240,400
176,15,240,0.966667,0.966667,8,8,240,400
176,4,239,1.000000,0.995833,0,1,240,400
176,35,245,0.963265,0.983333,9,4,240,400
177,37,238,0.983193,0.975000,4,6,240,400
177,85,244,0.983607,1.000000,4,0,240,400
177,88,240,1.000000,1.000000,0,0,240,400
177,39,250,0.960000,1.000000,10,0,240,400
177,70,240,0.987500,0.987500,3,3,240,400
177,32,235,0.995745,0.975000,1,6,240,400
177,65,249,0.943775,0.979167,14,5,240,400
177,2,240,1.000000,1.000000,0,0,240,400
177,30,238,0.957983,0.950000,10,12,240,400
177,63,244,0.975410,0.991667,6,2,240,400
178,83,243,0.979424,0.991667,5,2,240,400
178,72,247,0.951417,0.979167,12,5,240,400
178,42,239,0.983264,0.979167,4,5,240,400
178,67,238,0.991597,0.983333,2,4,240,400
178,3,239,0.995816,0.991667,1,2,240,400
178,88,240,1.000000,1.000000,0,0,240,400
178,18,237,0.974684,0.962500,6,9,240,400
178,90,239,0.995816,0.991667,1,2,240,400
178,45,234,0.961538,0.937500,9,15,240,400
178,11,238,0.970588,0.962500,7,9,240,400
179,64,240,1.000000,1.000000,0,0,240,400
179,20,239,0.987448,0.983333,3,4,240,400
179,57,133,0.947368,0.525000,7,114,240,400
179,73,237,0.991561,0.979167,2,5,240,400
179,35,243,0.971193,0.983333,7,4,240,400
179,18,235,0.974468,0.954167,6,11,240,400
179,48,243,0.967078,0.979167,8,5,240,400
179,12,244,0.971311,0.987500,7,3,240,400
179,15,248,0.955645,0.987500,11,3,240,400
179,16,240,0.975000,0.975000,6,6,240,400
180,7,240,0.983333,0.983333,4,4,240,400
180,90,238,0.995798,0.987500,1,3,240,400
180,13,239,0.995816,0.991667,1,2,240,400
180,64,240,1.000000,1.000000,0,0,240,400
180,69,236,0.932203,0.916667,16,20,240,400
180,73,238,0.987395,0.979167,3,5,240,400
180,76,241,0.983402,0.987500,4,3,240,400
180,91,225,0.942222,0.883333,13,28,240,400
180,27,248,0.951613,0.983333,12,4,240,400
180,94,240,0.983333,0.983333,4,4,240,400
181,38,239,0.987448,0.983333,3,4,240,400
181,5,235,0.991489,0.970833,2,7,240,400
181,15,248,0.959677,0.991667,10,2,240,400
181,2,240,1.000000,1.000000,0,0,240,400
181,52,235,1.000000,0.979167,0,5,240,400
181,51,126,0.904762,0.475000,12,126,240,400
181,33,241,0.970954,0.975000,7,6,240,400
181,42,238,0.987395,0.979167,3,5,240,400
181,68,239,0.983264,0.979167,4,5,240,400
181,67,236,0.995763,0.979167,1,5,240,400
182,79,245,0.971429,0.991667,7,2,240,400
182,97,254,0.937008,0.991667,16,2,240,400
182,49,238,0.974790,0.966667,6,8,240,400
182,93,238,0.995798,0.987500,1,3,240,400
182,92,238,0.991597,0.983333,2,4,240,400
182,40,251,0.932271,0.975000,17,6,240,400
182,4,239,0.995816,0.991667,1,2,240,400
182,14,239,0.991632,0.987500,2,3,240,400
182,53,241,0.983402,0.987500,4,3,240,400
182,71,238,0.995798,0.987500,1,3,240,400
183,25,238,0.995798,0.987500,1,3,240,400
183,19,239,0.979079,0.975000,5,6,240,400
183,72,260,0.923077,1.000000,20,0,240,400
183,54,243,0.983539,0.995833,4,1,240,400
183,38,241,0.991701,0.995833,2,1,240,400
183,28,235,0.974468,0.954167,6,11,240,400
183,65,246,0.943089,0.966667,14,8,240,400
183,53,244,0.979508,0.995833,5,1,240,400
183,42,235,0.991489,0.970833,2,7,240,400
183,3,239,0.995816,0.991667,1,2,240,400
184,80,240,1.000000,1.000000,0,0,240,400
184,88,240,1.000000,1.000000,0,0,240,400
184,57,126,0.936508,0.491667,8,122,240,400
184,98,234,0.974359,0.950000,6,12,240,400
184,76,240,0.987500,0.987500,3,3,240,400
184,84,233,0.995708,0.966667,1,8,240,400
184,7,241,0.979253,0.983333,5,4,240,400
184,50,250,0.936000,0.975000,16,6,240,400
184,92,237,0.987342,0.975000,3,6,240,400
184,27,191,0.958115,0.762500,8,57,240,400
185,57,126,0.936508,0.491667,8,122,240,400
185,65,248,0.947581,0.979167,13,5,240,400
185,49,238,0.974790,0.966667,6,8,240,400
185,45,238,0.949580,0.941667,12,14,240,400
185,3,239,0.995816,0.991667,1,2,240,400
185,47,241,0.979253,0.983333,5,4,240,400
185,62,239,0.987448,0.983333,3,4,240,400
185,60,240,1.000000,1.000000,0,0,240,400
185,64,240,1.000000,1.000000,0,0,240,400
185,43,232,0.991379,0.958333,2,10,240,400
186,88,240,1.000000,1.000000,0,0,240,400
186,60,240,1.000000,1.000000,0,0,240,400
186,40,249,0.935743,0.970833,16,7,240,400
186,41,237,0.987342,0.975000,3,6,240,400
186,14,239,0.991632,0.987500,2,3,240,400
186,25,237,0.987342,0.975000,3,6,240,400
186,47,242,0.975207,0.983333,6,4,240,400
186,45,234,0.970085,0.945833,7,13,240,400
186,73,238,0.987395,0.979167,3,5,240,400
186,51,126,0.904762,0.475000,12,126,240,400
187,83,239,0.987448,0.983333,3,4,240,400
187,95,247,0.955466,0.983333,11,4,240,400
187,72,227,0.938326,0.887500,14,27,240,400
187,71,240,0.991667,0.991667,2,2,240,400
187,63,245,0.971429,0.991667,7,2,240,400
187,56,246,0.967480,0.991667,8,2,240,400
187,94,238,0.987395,0.979167,3,5,240,400
187,37,240,0.979167,0.979167,5,5,240,400
187,46,237,1.000000,0.987500,0,3,240,400
187,14,239,0.991632,0.987500,2,3,240,400
188,55,255,0.941176,1.000000,15,0,240,400
188,99,247,0.959514,0.987500,10,3,240,400
188,34,243,0.954733,0.966667,11,8,240,400
188,17,241,0.958506,0.962500,10,9,240,400
188,65,242,0.946281,0.954167,13,11,240,400
188,5,237,0.995781,0.983333,1,4,240,400
188,71,238,0.991597,0.983333,2,4,240,400
188,92,239,0.987448,0.983333,3,4,240,400
188,32,233,1.000000,0.970833,0,7,240,400
188,94,240,0.987500,0.987500,3,3,240,400
189,31,241,0.983402,0.987500,4,3,240,400
189,80,240,1.000000,1.000000,0,0,240,400
189,57,126,0.936508,0.491667,8,122,240,400
189,14,240,0.991667,0.991667,2,2,240,400
189,42,239,0.991632,0.987500,2,3,240,400
189,10,241,0.966805,0.970833,8,7,240,400
189,40,252,0.936508,0.983333,16,4,240,400
189,5,236,0.987288,0.970833,3,7,240,400
189,30,243,0.958848,0.970833,10,7,240,400
189,56,245,0.979592,1.000000,5,0,240,400
190,16,240,0.979167,0.979167,5,5,240,400
190,25,235,0.995745,0.975000,1,6,240,400
190,32,237,0.991561,0.979167,2,5,240,400
190,17,243,0.958848,0.970833,10,7,240,400
190,99,248,0.959677,0.991667,10,2,240,400
190,51,126,0.904762,0.475000,12,126,240,400
190,56,244,0.975410,0.991667,6,2,240,400
190,90,238,0.995798,0.987500,1,3,240,400
190,23,240,0.991667,0.991667,2,2,240,400
190,46,237,0.995781,0.983333,1,4,240,400
191,95,240,0.962500,0.962500,9,9,240,400
191,14,241,0.991701,0.995833,2,1,240,400
191,94,242,0.987603,0.995833,3,1,240,400
191,88,240,1.000000,1.000000,0,0,240,400
191,30,248,0.955645,0.987500,11,3,240,400
191,64,240,1.000000,1.000000,0,0,240,400
191,85,240,0.987500,0.987500,3,3,240,400
191,5,236,0.991525,0.975000,2,6,240,400
191,77,241,0.987552,0.991667,3,2,240,400
191,73,238,0.987395,0.979167,3,5,240,400
192,6,236,1.000000,0.983333,0,4,240,400
192,13,238,0.995798,0.987500,1,3,240,400
192,20,238,0.987395,0.979167,3,5,240,400
192,8,238,1.000000,0.991667,0,2,240,400
192,76,242,0.983471,0.991667,4,2,240,400
192,51,126,0.904762,0.475000,12,126,240,400
192,40,249,0.939759,0.975000,15,6,240,400
192,17,245,0.955102,0.975000,11,6,240,400
192,48,238,0.970588,0.962500,7,9,240,400
192,88,240,1.000000,1.000000,0,0,240,400
193,20,240,0.987500,0.987500,3,3,240,400
193,21,246,0.951220,0.975000,12,6,240,400
193,74,240,1.000000,1.000000,0,0,240,400
193,1,237,1.000000,0.987500,0,3,240,400
193,83,241,0.987552,0.991667,3,2,240,400
193,81,229,0.986900,0.941667,3,14,240,400
193,31,238,0.987395,0.979167,3,5,240,400
193,30,182,0.950549,0.720833,9,67,240,400
193,95,241,0.962656,0.966667,9,8,240,400
193,23,241,0.991701,0.995833,2,1,240,400
194,12,240,0.979167,0.979167,5,5,240,400
194,1,239,0.995816,0.991667,1,2,240,400
194,64,240,1.000000,1.000000,0,0,240,400
194,14,241,0.991701,0.995833,2,1,240,400
194,66,240,0.995833,0.995833,1,1,240,400
194,80,240,1.000000,1.000000,0,0,240,400
194,86,237,1.000000,0.987500,0,3,240,400
194,30,234,0.961538,0.937500,9,15,240,400
194,61,240,1.000000,1.000000,0,0,240,400
194,21,244,0.954918,0.970833,11,7,240,400
195,12,238,0.974790,0.966667,6,8,240,400
195,50,260,0.919231,0.995833,21,1,240,400
195,25,239,0.987448,0.983333,3,4,240,400
195,66,238,0.995798,0.987500,1,3,240,400
195,15,243,0.971193,0.983333,7,4,240,400
195,77,242,0.987603,0.995833,3,1,240,400
195,91,248,0.947581,0.979167,13,5,240,400
195,62,240,0.987500,0.987500,3,3,240,400
195,94,242,0.987603,0.995833,3,1,240,400
195,40,255,0.937255,0.995833,16,1,240,400
196,44,243,0.971193,0.983333,7,4,240,400
196,50,239,0.933054,0.929167,16,17,240,400
196,9,240,1.000000,1.000000,0,0,240,400
196,11,238,0.983193,0.975000,4,6,240,400
196,72,248,0.943548,0.975000,14,6,240,400
196,30,241,0.970954,0.975000,7,6,240,400
196,58,242,0.979339,0.987500,5,3,240,400
196,62,240,0.987500,0.987500,3,3,240,400
196,67,238,0.991597,0.983333,2,4,240,400
196,59,239,0.987448,0.983333,3,4,240,400
197,53,244,0.979508,0.995833,5,1,240,400
197,94,242,0.987603,0.995833,3,1,240,400
197,84,241,0.987552,0.991667,3,2,240,400
197,25,238,0.987395,0.979167,3,5,240,400
197,78,256,0.929688,0.991667,18,2,240,400
197,96,241,0.991701,0.995833,2,1,240,400
197,58,244,0.979508,0.995833,5,1,240,400
197,8,237,0.995781,0.983333,1,4,240,400
197,99,242,0.966942,0.975000,8,6,240,400
197,1,237,0.995781,0.983333,1,4,240,400
198,60,240,1.000000,1.000000,0,0,240,400
198,61,240,1.000000,1.000000,0,0,240,400
198,38,239,0.983264,0.979167,4,5,240,400
198,75,235,0.995745,0.975000,1,6,240,400
198,3,239,0.995816,0.991667,1,2,240,400
198,41,235,0.987234,0.966667,3,8,240,400
198,86,238,1.000000,0.991667,0,2,240,400
198,30,245,0.959184,0.979167,10,5,240,400
198,62,240,0.987500,0.987500,3,3,240,400
198,57,126,0.936508,0.491667,8,122,240,400
199,21,241,0.962656,0.966667,9,8,240,400
199,25,240,0.987500,0.987500,3,3,240,400
199,42,239,0.991632,0.987500,2,3,240,400
199,83,241,0.979253,0.983333,5,4,240,400
199,46,239,0.995816,0.991667,1,2,240,400
199,67,236,0.991525,0.975000,2,6,240,400
199,98,231,0.982684,0.945833,4,13,240,400
199,48,240,0.966667,0.966667,8,8,240,400
199,91,246,0.955285,0.979167,11,5,240,400
199,55,200,0.940000,0.783333,12,52,240,400
200,55,241,0.962656,0.966667,9,8,240,400
200,41,235,0.987234,0.966667,3,8,240,400
200,24,251,0.952191,0.995833,12,1,240,400
200,4,240,0.995833,0.995833,1,1,240,400
200,13,237,0.995781,0.983333,1,4,240,400
200,71,240,0.991667,0.991667,2,2,240,400
200,26,248,0.963710,0.995833,9,1,240,400
200,56,246,0.975610,1.000000,6,0,240,400
200,93,239,0.995816,0.991667,1,2,240,400
200,82,242,0.979339,0.987500,5,3,240,400
201,28,237,0.970464,0.958333,7,10,240,400
201,58,244,0.979508,0.995833,5,1,240,400
201,65,234,0.957265,0.933333,10,16,240,400
201,85,239,0.991632,0.987500,2,3,240,400
201,40,245,0.946939,0.966667,13,8,240,400
201,13,238,0.995798,0.987500,1,3,240,400
201,73,239,0.987448,0.983333,3,4,240,400
201,62,240,0.987500,0.987500,3,3,240,400
201,21,238,0.962185,0.954167,9,11,240,400
201,64,240,1.000000,1.000000,0,0,240,400
202,94,239,0.987448,0.983333,3,4,240,400
202,42,237,0.991561,0.979167,2,5,240,400
202,11,238,0.983193,0.975000,4,6,240,400
202,6,236,1.000000,0.983333,0,4,240,400
202,62,242,0.987603,0.995833,3,1,240,400
202,84,236,0.995763,0.979167,1,5,240,400
202,77,242,0.983471,0.991667,4,2,240,400
202,22,246,0.963415,0.987500,9,3,240,400
202,95,241,0.966805,0.970833,8,7,240,400
202,36,240,0.987500,0.987500,3,3,240,400
203,89,242,0.979339,0.987500,5,3,240,400
203,94,240,0.987500,0.987500,3,3,240,400
203,11,245,0.971429,0.991667,7,2,240,400
203,32,239,0.991632,0.987500,2,3,240,400
203,34,245,0.946939,0.966667,13,8,240,400
203,46,240,0.991667,0.991667,2,2,240,400
203,25,239,0.987448,0.983333,3,4,240,400
203,88,240,1.000000,1.000000,0,0,240,400
203,1,238,0.995798,0.987500,1,3,240,400
203,44,241,0.983402,0.987500,4,3,240,400
204,28,240,0.966667,0.966667,8,8,240,400
204,24,251,0.952191,0.995833,12,1,240,400
204,52,235,1.000000,0.979167,0,5,240,400
204,32,238,0.991597,0.983333,2,4,240,400
204,7,242,0.979339,0.987500,5,3,240,400
204,63,240,0.970833,0.970833,7,7,240,400
204,19,237,0.987342,0.975000,3,6,240,400
204,43,232,0.991379,0.958333,2,10,240,400
204,99,246,0.959350,0.983333,10,4,240,400
204,98,234,0.978632,0.954167,5,11,240,400
205,91,245,0.946939,0.966667,13,8,240,400
205,52,236,1.000000,0.983333,0,4,240,400
205,50,259,0.922780,0.995833,20,1,240,400
205,3,238,0.995798,0.987500,1,3,240,400
205,8,237,1.000000,0.987500,0,3,240,400
205,59,238,0.987395,0.979167,3,5,240,400
205,24,229,0.947598,0.904167,12,23,240,400
205,60,240,1.000000,1.000000,0,0,240,400
205,18,234,0.970085,0.945833,7,13,240,400
205,26,235,0.961702,0.941667,9,14,240,400
206,66,239,0.995816,0.991667,1,2,240,400
206,72,250,0.940000,0.979167,15,5,240,400
206,42,239,0.979079,0.975000,5,6,240,400
206,76,239,0.991632,0.987500,2,3,240,400
206,73,241,0.987552,0.991667,3,2,240,400
206,90,238,0.995798,0.987500,1,3,240,400
206,43,240,0.991667,0.991667,2,2,240,400
206,53,240,0.987500,0.987500,3,3,240,400
206,48,236,0.970339,0.954167,7,11,240,400
206,83,242,0.975207,0.983333,6,4,240,400
207,97,255,0.933333,0.991667,17,2,240,400
207,22,246,0.955285,0.979167,11,5,240,400
207,52,235,1.000000,0.979167,0,5,240,400
207,2,240,1.000000,1.000000,0,0,240,400
207,5,239,0.991632,0.987500,2,3,240,400
207,84,236,0.995763,0.979167,1,5,240,400
207,59,243,0.983539,0.995833,4,1,240,400
207,75,237,0.995781,0.983333,1,4,240,400
207,24,239,0.970711,0.966667,7,8,240,400
207,34,247,0.951417,0.979167,12,5,240,400
208,92,243,0.983539,0.995833,4,1,240,400
208,63,243,0.967078,0.979167,8,5,240,400
208,36,242,0.983471,0.991667,4,2,240,400
208,44,246,0.975610,1.000000,6,0,240,400
208,15,245,0.955102,0.975000,11,6,240,400
208,10,226,0.977876,0.920833,5,19,240,400
208,27,251,0.948207,0.991667,13,2,240,400
208,11,243,0.962963,0.975000,9,6,240,400
208,53,242,0.983471,0.991667,4,2,240,400
208,25,242,0.983471,0.991667,4,2,240,400
209,20,240,0.987500,0.987500,3,3,240,400
209,0,240,1.000000,1.000000,0,0,240,400
209,62,240,0.987500,0.987500,3,3,240,400
209,36,244,0.979508,0.995833,5,1,240,400
209,95,242,0.962810,0.970833,9,7,240,400
209,3,240,0.995833,0.995833,1,1,240,400
209,51,126,0.904762,0.475000,12,126,240,400
209,89,242,0.979339,0.987500,5,3,240,400
209,8,239,0.995816,0.991667,1,2,240,400
209,12,238,0.970588,0.962500,7,9,240,400
210,39,246,0.963415,0.987500,9,3,240,400
210,91,248,0.939516,0.970833,15,7,240,400
210,83,244,0.971311,0.987500,7,3,240,400
210,28,242,0.966942,0.975000,8,6,240,400
210,41,236,0.987288,0.970833,3,7,240,400
210,71,242,0.979339,0.987500,5,3,240,400
210,19,246,0.971545,0.995833,7,1,240,400
210,27,235,0.944681,0.925000,13,18,240,400
210,74,240,1.000000,1.000000,0,0,240,400
210,66,241,0.991701,0.995833,2,1,240,400
211,0,240,1.000000,1.000000,0,0,240,400
211,38,241,0.983402,0.987500,4,3,240,400
211,65,243,0.946502,0.958333,13,10,240,400
211,82,240,0.979167,0.979167,5,5,240,400
211,44,246,0.967480,0.991667,8,2,240,400
211,6,238,0.995798,0.987500,1,3,240,400
211,80,240,1.000000,1.000000,0,0,240,400
211,12,244,0.963115,0.979167,9,5,240,400
211,57,126,0.936508,0.491667,8,122,240,400
211,79,239,0.983264,0.979167,4,5,240,400
212,2,240,1.000000,1.000000,0,0,240,400
212,31,236,0.987288,0.970833,3,7,240,400
212,80,240,1.000000,1.000000,0,0,240,400
212,8,239,0.995816,0.991667,1,2,240,400
212,55,251,0.956175,1.000000,11,0,240,400
212,32,238,0.995798,0.987500,1,3,240,400
212,98,240,0.975000,0.975000,6,6,240,400
212,74,240,1.000000,1.000000,0,0,240,400
212,96,241,0.991701,0.995833,2,1,240,400
212,91,219,0.954338,0.870833,10,31,240,400
213,95,243,0.958848,0.970833,10,7,240,400
213,5,242,0.983471,0.991667,4,2,240,400
213,55,241,0.950207,0.954167,12,11,240,400
213,16,238,0.978992,0.970833,5,7,240,400
213,43,238,0.991597,0.983333,2,4,240,400
213,23,242,0.987603,0.995833,3,1,240,400
213,76,242,0.987603,0.995833,3,1,240,400
213,63,243,0.962963,0.975000,9,6,240,400
213,62,240,0.991667,0.991667,2,2,240,400
213,34,245,0.951020,0.970833,12,7,240,400
214,41,242,0.979339,0.987500,5,3,240,400
214,65,246,0.955285,0.979167,11,5,240,400
214,83,245,0.967347,0.987500,8,3,240,400
214,78,249,0.939759,0.975000,15,6,240,400
214,34,243,0.950617,0.962500,12,9,240,400
214,20,242,0.979339,0.987500,5,3,240,400
214,82,241,0.979253,0.983333,5,4,240,400
214,99,241,0.975104,0.979167,6,5,240,400
214,21,247,0.951417,0.979167,12,5,240,400
214,14,239,1.000000,0.995833,0,1,240,400
215,43,240,0.987500,0.987500,3,3,240,400
215,20,240,0.979167,0.979167,5,5,240,400
215,93,240,0.995833,0.995833,1,1,240,400
215,41,237,0.983122,0.970833,4,7,240,400
215,39,244,0.963115,0.979167,9,5,240,400
215,1,240,0.991667,0.991667,2,2,240,400
215,95,247,0.951417,0.979167,12,5,240,400
215,63,248,0.951613,0.983333,12,4,240,400
