epoch,global_test_acc,global_test_loss,train_loss,clean_ratio,scoreA_clean_ratio,scoreA_precision,scoreA_recall,fedrn_clean_ratio,fedrn_precision,fedrn_recall,net2_clean_ratio,net2_precision,net2_recall,selection_precision,selection_recall,false_clean,missed_clean,neighbor_net2_used_ratio,neighbor_ft_ep,net2_ft_ep
137,44.280000,1.572235,0.169918,0.598400,0.596400,0.983233,0.977333,0.598400,0.983957,0.981333,-1.000000,-1.000000,-1.000000,0.983957,0.981333,48,56,0.000000,1,1
138,38.040000,1.714501,0.170691,0.596800,0.596600,0.984244,0.978667,0.596800,0.985255,0.980000,-1.000000,-1.000000,-1.000000,0.985255,0.980000,44,60,0.000000,1,1
139,49.930000,1.417440,0.271479,0.610200,0.611400,0.969578,0.988000,0.610200,0.972140,0.988667,-1.000000,-1.000000,-1.000000,0.972140,0.988667,85,34,0.000000,1,1
140,49.220000,1.458042,0.314243,0.602800,0.584600,0.962025,0.937333,0.602800,0.964831,0.969333,-1.000000,-1.000000,-1.000000,0.964831,0.969333,106,92,0.000000,1,1
141,52.720000,1.351002,0.337849,0.611200,0.610200,0.966568,0.983000,0.611200,0.965969,0.984000,-1.000000,-1.000000,-1.000000,0.965969,0.984000,104,48,0.000000,1,1
142,48.930000,1.423991,0.250305,0.607800,0.605400,0.969277,0.978000,0.607800,0.972688,0.985333,-1.000000,-1.000000,-1.000000,0.972688,0.985333,83,44,0.000000,1,1
143,36.430000,1.856080,0.194617,0.597600,0.599400,0.985986,0.985000,0.597600,0.986948,0.983000,-1.000000,-1.000000,-1.000000,0.986948,0.983000,39,51,0.000000,1,1
144,49.710000,1.364350,0.254015,0.600400,0.602600,0.974112,0.978333,0.600400,0.973684,0.974333,-1.000000,-1.000000,-1.000000,0.973684,0.974333,79,77,0.000000,1,1
145,46.550000,1.459720,0.185712,0.599800,0.594000,0.977441,0.967667,0.599800,0.980327,0.980000,-1.000000,-1.000000,-1.000000,0.980327,0.980000,59,60,0.000000,1,1
146,46.380000,1.472618,0.181320,0.604200,0.604400,0.978491,0.985667,0.604200,0.977491,0.984333,-1.000000,-1.000000,-1.000000,0.977491,0.984333,68,47,0.000000,1,1
147,45.840000,1.513196,0.246511,0.603200,0.605000,0.975537,0.983667,0.603200,0.976127,0.981333,-1.000000,-1.000000,-1.000000,0.976127,0.981333,72,56,0.000000,1,1
148,51.720000,1.346357,0.269198,0.608000,0.601600,0.963763,0.966333,0.608000,0.967763,0.980667,-1.000000,-1.000000,-1.000000,0.967763,0.980667,98,58,0.000000,1,1
149,51.040000,1.387048,0.224537,0.608000,0.605800,0.973589,0.983000,0.608000,0.972039,0.985000,-1.000000,-1.000000,-1.000000,0.972039,0.985000,85,45,0.000000,1,1
150,44.850000,1.546896,0.358837,0.616200,0.604400,0.957313,0.964333,0.616200,0.952937,0.978667,-1.000000,-1.000000,-1.000000,0.952937,0.978667,145,64,0.000000,1,1
151,50.310000,1.350077,0.241778,0.600200,0.595400,0.973799,0.966333,0.600200,0.976341,0.976667,-1.000000,-1.000000,-1.000000,0.976341,0.976667,71,70,0.000000,1,1
152,47.080000,1.464507,0.166274,0.598800,0.599800,0.982327,0.982000,0.598800,0.983300,0.981333,-1.000000,-1.000000,-1.000000,0.983300,0.981333,50,56,0.000000,1,1
153,45.200000,1.527668,0.163214,0.603400,0.591200,0.983424,0.969000,0.603400,0.983096,0.988667,-1.000000,-1.000000,-1.000000,0.983096,0.988667,51,34,0.000000,1,1
154,48.920000,1.374691,0.239801,0.602400,0.596600,0.974187,0.968667,0.602400,0.979748,0.983667,-1.000000,-1.000000,-1.000000,0.979748,0.983667,61,49,0.000000,1,1
155,42.480000,1.642059,0.178515,0.576400,0.574200,0.974573,0.932667,0.576400,0.973976,0.935667,-1.000000,-1.000000,-1.000000,0.973976,0.935667,75,193,0.000000,1,1
156,44.030000,1.558023,0.290416,0.608200,0.610800,0.968238,0.985667,0.608200,0.969089,0.982333,-1.000000,-1.000000,-1.000000,0.969089,0.982333,94,53,0.000000,1,1
157,37.270000,1.863788,0.321199,0.606200,0.606400,0.966029,0.976333,0.606200,0.967667,0.977667,-1.000000,-1.000000,-1.000000,0.967667,0.977667,98,67,0.000000,1,1
158,44.460000,1.520829,0.242228,0.593400,0.599600,0.983989,0.983333,0.593400,0.988541,0.977667,-1.000000,-1.000000,-1.000000,0.988541,0.977667,34,67,0.000000,1,1
159,51.790000,1.410004,0.205635,0.600400,0.601200,0.978044,0.980000,0.600400,0.981013,0.981667,-1.000000,-1.000000,-1.000000,0.981013,0.981667,57,55,0.000000,1,1
160,49.200000,1.553322,0.163888,0.594400,0.599000,0.982304,0.980667,0.594400,0.985195,0.976000,-1.000000,-1.000000,-1.000000,0.985195,0.976000,44,72,0.000000,1,1
161,48.550000,1.439992,0.222002,0.588600,0.570600,0.967052,0.919667,0.588600,0.969419,0.951000,-1.000000,-1.000000,-1.000000,0.969419,0.951000,90,147,0.000000,1,1
162,55.240000,1.268433,0.212260,0.568200,0.566200,0.983751,0.928333,0.568200,0.982049,0.930000,-1.000000,-1.000000,-1.000000,0.982049,0.930000,51,210,0.000000,1,1
163,58.030000,1.212817,0.169243,0.597400,0.600200,0.985005,0.985333,0.597400,0.987948,0.983667,-1.000000,-1.000000,-1.000000,0.987948,0.983667,36,49,0.000000,1,1
164,43.130000,1.557809,0.150961,0.597000,0.598400,0.983957,0.981333,0.597000,0.984925,0.980000,-1.000000,-1.000000,-1.000000,0.984925,0.980000,45,60,0.000000,1,1
165,48.840000,1.461986,0.227683,0.604000,0.602200,0.975091,0.978667,0.604000,0.977815,0.984333,-1.000000,-1.000000,-1.000000,0.977815,0.984333,67,47,0.000000,1,1
166,46.510000,1.497536,0.192333,0.575200,0.574400,0.973538,0.932000,0.575200,0.973574,0.933333,-1.000000,-1.000000,-1.000000,0.973574,0.933333,76,200,0.000000,1,1
167,44.510000,1.612025,0.173368,0.597000,0.591200,0.982070,0.967667,0.597000,0.985930,0.981000,-1.000000,-1.000000,-1.000000,0.985930,0.981000,42,57,0.000000,1,1
168,50.050000,1.457854,0.152344,0.595600,0.598800,0.987308,0.985333,0.595600,0.987576,0.980333,-1.000000,-1.000000,-1.000000,0.987576,0.980333,37,59,0.000000,1,1
169,50.210000,1.465657,0.177627,0.603800,0.604600,0.976183,0.983667,0.603800,0.977145,0.983333,-1.000000,-1.000000,-1.000000,0.977145,0.983333,69,50,0.000000,1,1
170,53.470000,1.345000,0.114957,0.596400,0.597800,0.989294,0.985667,0.596400,0.992622,0.986667,-1.000000,-1.000000,-1.000000,0.992622,0.986667,22,40,0.000000,1,1
171,51.180000,1.347978,0.295010,0.604400,0.605600,0.967635,0.976667,0.604400,0.971211,0.978333,-1.000000,-1.000000,-1.000000,0.971211,0.978333,87,65,0.000000,1,1
172,47.760000,1.397921,0.192415,0.604400,0.602200,0.980737,0.984333,0.604400,0.982131,0.989333,-1.000000,-1.000000,-1.000000,0.982131,0.989333,54,32,0.000000,1,1
173,45.810000,1.529864,0.210341,0.593600,0.583200,0.987311,0.959667,0.593600,0.983827,0.973333,-1.000000,-1.000000,-1.000000,0.983827,0.973333,48,80,0.000000,1,1
174,48.250000,1.618906,0.164149,0.599800,0.597000,0.990955,0.986000,0.599800,0.986996,0.986667,-1.000000,-1.000000,-1.000000,0.986996,0.986667,39,40,0.000000,1,1
175,55.010000,1.240728,0.261252,0.602200,0.600400,0.978348,0.979000,0.602200,0.977084,0.980667,-1.000000,-1.000000,-1.000000,0.977084,0.980667,69,58,0.000000,1,1
176,46.990000,1.476070,0.271108,0.593200,0.579800,0.979993,0.947000,0.593200,0.978422,0.967333,-1.000000,-1.000000,-1.000000,0.978422,0.967333,64,98,0.000000,1,1
177,47.630000,1.484475,0.316492,0.601400,0.595000,0.978824,0.970667,0.601400,0.978051,0.980333,-1.000000,-1.000000,-1.000000,0.978051,0.980333,66,59,0.000000,1,1
178,49.610000,1.455185,0.185566,0.602000,0.600600,0.980020,0.981000,0.602000,0.980066,0.983333,-1.000000,-1.000000,-1.000000,0.980066,0.983333,60,50,0.000000,1,1
179,55.900000,1.238663,0.224124,0.600800,0.593800,0.977770,0.967667,0.600800,0.978362,0.979667,-1.000000,-1.000000,-1.000000,0.978362,0.979667,65,61,0.000000,1,1
180,48.170000,1.440163,0.173643,0.602000,0.602800,0.982415,0.987000,0.602000,0.982060,0.985333,-1.000000,-1.000000,-1.000000,0.982060,0.985333,54,44,0.000000,1,1
181,51.640000,1.424175,0.272993,0.601400,0.599600,0.978652,0.978000,0.601400,0.979714,0.982000,-1.000000,-1.000000,-1.000000,0.979714,0.982000,61,54,0.000000,1,1
182,50.590000,1.412674,0.266687,0.605800,0.601600,0.972739,0.975333,0.605800,0.974579,0.984000,-1.000000,-1.000000,-1.000000,0.974579,0.984000,77,48,0.000000,1,1
183,50.580000,1.356734,0.216857,0.585600,0.576000,0.973264,0.934333,0.585600,0.975410,0.952000,-1.000000,-1.000000,-1.000000,0.975410,0.952000,72,144,0.000000,1,1
184,49.590000,1.347009,0.229843,0.606000,0.608200,0.975666,0.989000,0.606000,0.977228,0.987000,-1.000000,-1.000000,-1.000000,0.977228,0.987000,69,39,0.000000,1,1
185,58.860000,1.166687,0.165064,0.587200,0.587600,0.982641,0.962333,0.587200,0.986376,0.965333,-1.000000,-1.000000,-1.000000,0.986376,0.965333,40,104,0.000000,1,1
186,50.330000,1.354906,0.213360,0.602000,0.596400,0.980885,0.975000,0.602000,0.981063,0.984333,-1.000000,-1.000000,-1.000000,0.981063,0.984333,57,47,0.000000,1,1
187,41.050000,1.682090,0.257141,0.604200,0.605400,0.971589,0.980333,0.604200,0.975174,0.982000,-1.000000,-1.000000,-1.000000,0.975174,0.982000,75,54,0.000000,1,1
188,47.740000,1.451560,0.238939,0.585000,0.575400,0.972193,0.932333,0.585000,0.974701,0.950333,-1.000000,-1.000000,-1.000000,0.974701,0.950333,74,149,0.000000,1,1
189,52.060000,1.309324,0.341260,0.607000,0.601000,0.974709,0.976333,0.607000,0.974629,0.986000,-1.000000,-1.000000,-1.000000,0.974629,0.986000,77,42,0.000000,1,1
190,49.340000,1.370126,0.217222,0.597000,0.588600,0.978933,0.960333,0.597000,0.980235,0.975333,-1.000000,-1.000000,-1.000000,0.980235,0.975333,59,74,0.000000,1,1
191,43.480000,1.540035,0.193688,0.596600,0.601200,0.987691,0.989667,0.596600,0.989943,0.984333,-1.000000,-1.000000,-1.000000,0.989943,0.984333,30,47,0.000000,1,1
192,49.380000,1.355052,0.225291,0.602200,0.601600,0.975399,0.978000,0.602200,0.977084,0.980667,-1.000000,-1.000000,-1.000000,0.977084,0.980667,69,58,0.000000,1,1
193,52.560000,1.267765,0.210650,0.568800,0.562600,0.973338,0.912667,0.568800,0.975738,0.925000,-1.000000,-1.000000,-1.000000,0.975738,0.925000,69,225,0.000000,1,1
194,57.080000,1.216782,0.151243,0.598200,0.600600,0.990010,0.991000,0.598200,0.990304,0.987333,-1.000000,-1.000000,-1.000000,0.990304,0.987333,29,38,0.000000,1,1
195,51.780000,1.277720,0.251553,0.602600,0.602400,0.977424,0.981333,0.602600,0.976767,0.981000,-1.000000,-1.000000,-1.000000,0.976767,0.981000,70,57,0.000000,1,1
196,51.180000,1.345697,0.219587,0.604600,0.609000,0.970443,0.985000,0.604600,0.969236,0.976667,-1.000000,-1.000000,-1.000000,0.969236,0.976667,93,70,0.000000,1,1
197,48.760000,1.413190,0.162688,0.596200,0.600400,0.980680,0.981333,0.596200,0.982892,0.976667,-1.000000,-1.000000,-1.000000,0.982892,0.976667,51,70,0.000000,1,1
198,54.430000,1.305599,0.178844,0.598800,0.602200,0.983394,0.987000,0.598800,0.985638,0.983667,-1.000000,-1.000000,-1.000000,0.985638,0.983667,43,49,0.000000,1,1
199,57.790000,1.202042,0.229869,0.596400,0.590800,0.976980,0.962000,0.596400,0.979209,0.973333,-1.000000,-1.000000,-1.000000,0.979209,0.973333,62,80,0.000000,1,1
200,53.430000,1.285377,0.174438,0.601400,0.599000,0.978965,0.977333,0.595400,0.981525,0.974000,0.610200,0.973451,0.990000,0.981044,0.983333,57,50,1.000000,1,1
201,46.360000,1.421673,0.189893,0.599400,0.596600,0.985585,0.980000,0.596800,0.982909,0.977667,0.606400,0.979551,0.990000,0.984318,0.983333,47,50,1.000000,1,1
202,47.540000,1.425675,0.254306,0.600400,0.594800,0.979825,0.971333,0.590800,0.981381,0.966333,0.610800,0.971513,0.989000,0.980680,0.981333,58,56,1.000000,1,1
203,54.540000,1.266640,0.269375,0.612600,0.589600,0.968114,0.951333,0.609600,0.967520,0.983000,0.621600,0.956564,0.991000,0.965720,0.986000,105,42,1.000000,1,1
204,48.260000,1.448913,0.187343,0.602600,0.601800,0.977401,0.980333,0.600400,0.979347,0.980000,0.608200,0.973693,0.987000,0.978095,0.982333,66,53,1.000000,1,1
205,53.820000,1.264307,0.177416,0.575000,0.568400,0.982407,0.930667,0.571000,0.982837,0.935333,0.581800,0.972843,0.943333,0.980522,0.939667,56,181,1.000000,1,1
206,45.950000,1.493301,0.179977,0.607400,0.602200,0.980737,0.984333,0.602800,0.981088,0.985667,0.611000,0.974795,0.992667,0.979256,0.991333,63,26,1.000000,1,1
207,48.500000,1.448004,0.171866,0.604600,0.596600,0.980221,0.974667,0.600400,0.980680,0.981333,0.618600,0.964759,0.994667,0.979160,0.986667,63,40,1.000000,1,1
208,59.430000,1.153514,0.136660,0.572400,0.556600,0.987783,0.916333,0.571000,0.985989,0.938333,0.575600,0.983669,0.943667,0.985325,0.940000,42,180,1.000000,1,1
209,56.090000,1.214107,0.171435,0.602600,0.597800,0.982937,0.979333,0.599400,0.983984,0.983000,0.612800,0.973238,0.994000,0.982078,0.986333,54,41,1.000000,1,1
210,52.030000,1.331288,0.146570,0.602000,0.597800,0.983272,0.979667,0.600200,0.984672,0.985000,0.606000,0.982178,0.992000,0.983389,0.986667,50,40,1.000000,1,1
211,51.850000,1.301192,0.174355,0.603400,0.599600,0.982989,0.982333,0.599200,0.982977,0.981667,0.609600,0.975722,0.991333,0.981439,0.987000,56,39,1.000000,1,1
212,46.710000,1.477740,0.196159,0.572400,0.553400,0.977232,0.901333,0.566400,0.977754,0.923000,0.577600,0.971953,0.935667,0.976590,0.931667,67,205,1.000000,1,1
213,51.140000,1.351752,0.217799,0.593000,0.574000,0.979791,0.937333,0.586800,0.982277,0.960667,0.606600,0.975931,0.986667,0.982125,0.970667,53,88,1.000000,1,1
214,47.480000,1.453398,0.298246,0.606000,0.603200,0.975796,0.981000,0.600000,0.978333,0.978333,0.612200,0.971251,0.991000,0.974917,0.984667,76,46,1.000000,1,1
215,53.480000,1.289422,0.179772,0.567800,0.551200,0.981858,0.902000,0.565400,0.980191,0.923667,0.556800,0.975934,0.905667,0.979218,0.926667,59,220,1.000000,1,1
216,44.260000,1.586628,0.099005,0.600800,0.600800,0.989348,0.990667,0.599200,0.990988,0.989667,0.605600,0.982166,0.991333,0.990013,0.991333,30,26,1.000000,1,1
217,57.210000,1.188242,0.302888,0.584800,0.577800,0.965386,0.929667,0.579000,0.967185,0.933333,0.596200,0.952365,0.946333,0.964090,0.939667,105,181,1.000000,1,1
218,53.210000,1.311232,0.169933,0.595800,0.592400,0.987508,0.975000,0.592600,0.987513,0.975333,0.606800,0.980883,0.992000,0.987580,0.980667,37,58,1.000000,1,1
219,55.600000,1.270269,0.188343,0.601600,0.581400,0.988992,0.958333,0.599600,0.986324,0.985667,0.606600,0.982855,0.993667,0.986370,0.989000,41,33,1.000000,1,1
220,47.700000,1.498883,0.126123,0.597800,0.595800,0.989930,0.983000,0.594800,0.992939,0.984333,0.601200,0.988357,0.990333,0.991301,0.987667,26,37,1.000000,1,1
221,49.890000,1.404835,0.255972,0.584400,0.575400,0.966979,0.927333,0.580800,0.966942,0.936000,0.591000,0.956007,0.941667,0.962012,0.937000,111,189,1.000000,1,1
222,38.910000,1.848273,0.142511,0.602000,0.598600,0.983628,0.981333,0.599400,0.985319,0.984333,0.606200,0.979875,0.990000,0.984385,0.987667,47,37,1.000000,1,1
223,43.700000,1.584206,0.239862,0.607200,0.604000,0.973179,0.979667,0.604000,0.978146,0.984667,0.608600,0.973053,0.987000,0.975626,0.987333,74,38,1.000000,1,1
224,47.840000,1.526826,0.234404,0.600400,0.600400,0.984011,0.984667,0.596800,0.987601,0.982333,0.604400,0.981800,0.989000,0.986676,0.987333,40,38,1.000000,1,1
225,48.990000,1.458141,0.274493,0.603200,0.591200,0.980379,0.966000,0.597600,0.985609,0.981667,0.612800,0.971606,0.992333,0.983090,0.988333,51,35,1.000000,1,1
226,53.610000,1.369250,0.201512,0.600000,0.587400,0.982976,0.962333,0.595800,0.986573,0.979667,0.610800,0.976424,0.994000,0.985000,0.985000,45,45,1.000000,1,1
227,55.480000,1.277247,0.234450,0.596400,0.584200,0.982883,0.957000,0.591000,0.984433,0.969667,0.603600,0.980119,0.986000,0.984574,0.978667,46,64,1.000000,1,1
228,50.110000,1.390853,0.176311,0.605200,0.594400,0.977120,0.968000,0.599600,0.980320,0.979667,0.616600,0.967240,0.994000,0.977528,0.986000,68,42,1.000000,1,1
229,48.580000,1.405481,0.285327,0.604000,0.600600,0.980353,0.981333,0.597800,0.978588,0.975000,0.613000,0.969657,0.990667,0.977152,0.983667,69,49,1.000000,1,1
230,48.890000,1.441498,0.164907,0.573400,0.571000,0.982837,0.935333,0.568800,0.985232,0.934000,0.575200,0.978442,0.938000,0.982560,0.939000,50,183,1.000000,1,1
231,51.470000,1.378520,0.267732,0.583800,0.565200,0.967799,0.911667,0.576200,0.969802,0.931333,0.594600,0.953246,0.944667,0.965399,0.939333,101,182,1.000000,1,1
232,55.340000,1.229844,0.314072,0.609600,0.605000,0.973223,0.981333,0.603400,0.974478,0.980000,0.622000,0.958521,0.993667,0.971129,0.986667,88,40,1.000000,1,1
233,56.600000,1.204636,0.249614,0.609400,0.605400,0.966634,0.975333,0.606400,0.970646,0.981000,0.620400,0.961315,0.994000,0.969806,0.985000,92,45,1.000000,1,1
234,55.130000,1.227569,0.187491,0.607400,0.608000,0.978947,0.992000,0.605800,0.980852,0.990333,0.613400,0.973264,0.995000,0.979914,0.992000,61,24,1.000000,1,1
235,57.980000,1.186628,0.230082,0.605600,0.603800,0.979463,0.985667,0.603000,0.982090,0.987000,0.609000,0.977997,0.992667,0.980845,0.990000,58,30,1.000000,1,1
236,52.660000,1.351338,0.184295,0.575400,0.570200,0.977201,0.928667,0.572800,0.976606,0.932333,0.581000,0.969707,0.939000,0.976712,0.936667,67,190,1.000000,1,1
237,57.690000,1.192023,0.240269,0.605800,0.605800,0.969957,0.979333,0.600400,0.978015,0.978667,0.612400,0.969301,0.989333,0.975569,0.985000,74,45,1.000000,1,1
238,55.440000,1.234227,0.296039,0.616600,0.610200,0.964602,0.981000,0.612800,0.965078,0.985667,0.626400,0.951469,0.993333,0.962699,0.989333,115,32,1.000000,1,1
239,48.450000,1.515470,0.274011,0.603200,0.601200,0.983367,0.985333,0.599800,0.984995,0.984667,0.615400,0.970426,0.995333,0.983753,0.989000,49,33,1.000000,1,1
240,55.770000,1.273185,0.144558,0.574400,0.574000,0.981533,0.939000,0.570800,0.984583,0.936667,0.576200,0.981257,0.942333,0.982939,0.941000,49,177,1.000000,1,1
241,52.480000,1.320499,0.189124,0.601400,0.597000,0.974874,0.970000,0.595000,0.982185,0.974000,0.611000,0.973159,0.991000,0.978051,0.980333,66,59,1.000000,1,1
242,55.030000,1.253262,0.281264,0.545800,0.535400,0.972357,0.867667,0.542800,0.976787,0.883667,0.552400,0.970673,0.893667,0.975815,0.887667,66,337,1.000000,1,1
243,53.530000,1.314356,0.142146,0.574400,0.573200,0.980112,0.936333,0.568600,0.982413,0.931000,0.579600,0.973085,0.940000,0.980501,0.938667,56,184,1.000000,1,1
244,42.840000,1.646524,0.225720,0.581000,0.578200,0.969215,0.934000,0.576000,0.973958,0.935000,0.586000,0.965529,0.943000,0.970740,0.940000,85,180,1.000000,1,1
245,52.260000,1.367125,0.178814,0.598600,0.586000,0.976792,0.954000,0.594400,0.980148,0.971000,0.613400,0.972286,0.994000,0.978617,0.976333,64,71,1.000000,1,1
246,54.520000,1.293567,0.188295,0.602000,0.599000,0.984307,0.982667,0.599000,0.985309,0.983667,0.606600,0.978569,0.989333,0.984718,0.988000,46,36,1.000000,1,1
247,53.070000,1.340259,0.147833,0.600600,0.601400,0.981709,0.984000,0.596200,0.984904,0.978667,0.605400,0.979848,0.988667,0.984016,0.985000,48,45,1.000000,1,1
248,59.140000,1.205651,0.224587,0.607400,0.591800,0.971612,0.958333,0.603200,0.976127,0.981333,0.609800,0.962939,0.978667,0.972670,0.984667,83,46,1.000000,1,1
249,53.250000,1.328892,0.208914,0.608400,0.604400,0.971873,0.979000,0.603200,0.976127,0.981333,0.613000,0.969984,0.991000,0.972715,0.986333,83,41,1.000000,1,1
250,51.500000,1.348349,0.162212,0.595400,0.587000,0.979216,0.958000,0.591200,0.984438,0.970000,0.606000,0.976238,0.986000,0.982197,0.974667,53,76,1.000000,1,1
251,55.230000,1.270507,0.193885,0.603000,0.600200,0.979007,0.979333,0.596000,0.985235,0.978667,0.610200,0.974107,0.990667,0.980431,0.985333,59,44,1.000000,1,1
252,56.220000,1.292681,0.153356,0.603000,0.598400,0.981283,0.978667,0.599800,0.982994,0.982667,0.607000,0.976936,0.988333,0.981095,0.986000,57,42,1.000000,1,1
253,53.400000,1.416772,0.195632,0.607000,0.606600,0.978899,0.989667,0.602600,0.980086,0.984333,0.613200,0.973255,0.994667,0.977595,0.989000,68,33,1.000000,1,1
254,56.330000,1.251713,0.147361,0.601800,0.590600,0.985439,0.970000,0.597200,0.986604,0.982000,0.605400,0.979518,0.988333,0.985045,0.988000,45,36,1.000000,1,1
255,58.420000,1.174741,0.207328,0.601000,0.603400,0.980444,0.986000,0.592800,0.982456,0.970667,0.606600,0.979228,0.990000,0.982030,0.983667,54,49,1.000000,1,1
256,52.350000,1.381142,0.233255,0.607200,0.605800,0.978871,0.988333,0.601200,0.980705,0.982667,0.615400,0.966851,0.991667,0.978920,0.990667,64,28,1.000000,1,1
257,58.990000,1.189940,0.177780,0.605600,0.597800,0.979257,0.975667,0.604000,0.981126,0.987667,0.610400,0.972805,0.989667,0.979524,0.988667,62,34,1.000000,1,1
258,54.780000,1.268974,0.242581,0.610600,0.601600,0.975066,0.977667,0.605000,0.975868,0.984000,0.617800,0.965361,0.994000,0.973141,0.990333,82,29,1.000000,1,1
259,53.540000,1.308229,0.193758,0.605800,0.602000,0.974419,0.977667,0.602800,0.977770,0.982333,0.615400,0.969776,0.994667,0.975239,0.984667,75,46,1.000000,1,1
260,58.750000,1.178773,0.186966,0.606800,0.597600,0.977577,0.973667,0.603000,0.977778,0.982667,0.612400,0.970934,0.991000,0.976269,0.987333,72,38,1.000000,1,1
261,50.660000,1.371419,0.259430,0.608200,0.604200,0.976498,0.983333,0.603000,0.974461,0.979333,0.614400,0.970052,0.993333,0.974351,0.987667,78,37,1.000000,1,1
262,54.080000,1.314630,0.236382,0.605800,0.600200,0.972676,0.973000,0.601600,0.976396,0.979000,0.613400,0.968047,0.989667,0.974909,0.984333,76,47,1.000000,1,1
263,52.130000,1.410280,0.164721,0.578400,0.578000,0.973010,0.937333,0.573200,0.977320,0.933667,0.583000,0.968439,0.941000,0.974066,0.939000,75,183,1.000000,1,1
264,47.780000,1.470409,0.293829,0.576200,0.557000,0.963375,0.894333,0.586000,0.951877,0.929667,0.561600,0.956197,0.895000,0.958001,0.920000,121,240,1.000000,1,1
265,52.740000,1.300866,0.162279,0.585400,0.566800,0.977417,0.923333,0.594000,0.978114,0.968333,0.574000,0.978049,0.935667,0.980868,0.957000,56,129,1.000000,1,1
266,55.050000,1.249548,0.234594,0.576000,0.572200,0.972038,0.927000,0.570800,0.976524,0.929000,0.584400,0.966804,0.941667,0.972917,0.934000,78,198,1.000000,1,1
267,57.230000,1.213117,0.221475,0.607400,0.604000,0.976159,0.982667,0.602800,0.977107,0.981667,0.612400,0.971914,0.992000,0.975305,0.987333,75,38,1.000000,1,1
268,54.630000,1.241299,0.211421,0.605400,0.599000,0.975960,0.974333,0.600600,0.980020,0.981000,0.614400,0.968750,0.992000,0.977536,0.986333,68,41,1.000000,1,1
269,56.270000,1.215100,0.186069,0.600800,0.596800,0.979893,0.974667,0.597000,0.983250,0.978333,0.605600,0.978864,0.988000,0.982690,0.984000,52,48,1.000000,1,1
270,55.080000,1.252690,0.208509,0.580600,0.560200,0.964655,0.900667,0.577600,0.965720,0.929667,0.590000,0.961356,0.945333,0.968653,0.937333,91,188,1.000000,1,1
271,52.690000,1.337455,0.165719,0.602200,0.595200,0.982191,0.974333,0.599400,0.986653,0.985667,0.607000,0.979901,0.991333,0.985387,0.989000,44,33,1.000000,1,1
272,54.460000,1.277097,0.163624,0.602800,0.599200,0.983645,0.982333,0.597600,0.984270,0.980333,0.609600,0.975394,0.991000,0.982747,0.987333,52,38,1.000000,1,1
273,56.060000,1.271424,0.137665,0.602400,0.601600,0.985372,0.988000,0.600600,0.986014,0.987000,0.607800,0.980586,0.993333,0.985060,0.989000,45,33,1.000000,1,1
274,47.610000,1.539470,0.202624,0.580200,0.579600,0.974810,0.941667,0.577000,0.977470,0.940000,0.584400,0.965777,0.940667,0.974836,0.942667,73,172,1.000000,1,1
275,51.490000,1.386104,0.206414,0.577800,0.578000,0.974740,0.939000,0.570400,0.980014,0.931667,0.584000,0.967808,0.942000,0.976116,0.940000,69,180,1.000000,1,1
276,54.340000,1.313410,0.171749,0.598800,0.595200,0.986559,0.978667,0.595600,0.989255,0.982000,0.606400,0.982190,0.992667,0.987976,0.986000,36,42,1.000000,1,1
277,57.480000,1.211229,0.189197,0.601000,0.600000,0.984000,0.984000,0.598000,0.986622,0.983333,0.608400,0.976989,0.990667,0.984359,0.986000,47,42,1.000000,1,1
278,53.430000,1.252852,0.263383,0.571600,0.568400,0.977481,0.926000,0.555200,0.978026,0.905000,0.582400,0.968407,0.940000,0.975507,0.929333,70,212,1.000000,1,1
279,53.550000,1.295843,0.208308,0.608200,0.604600,0.978498,0.986000,0.604200,0.979808,0.986667,0.615600,0.970435,0.995667,0.978954,0.992333,64,23,1.000000,1,1
280,48.550000,1.473268,0.150947,0.603600,0.600400,0.984344,0.985000,0.600600,0.988345,0.989333,0.610800,0.980026,0.997667,0.985421,0.991333,44,26,1.000000,1,1
281,49.450000,1.453688,0.156305,0.599800,0.595800,0.986237,0.979333,0.595400,0.986564,0.979000,0.606400,0.977573,0.988000,0.984662,0.984333,46,47,1.000000,1,1
282,49.620000,1.415388,0.194211,0.577000,0.570600,0.969506,0.922000,0.571200,0.974090,0.927333,0.588600,0.959565,0.941333,0.970191,0.933000,86,201,1.000000,1,1
283,49.810000,1.364685,0.255610,0.606400,0.603800,0.973170,0.979333,0.600200,0.977008,0.977333,0.614000,0.966124,0.988667,0.975594,0.986000,74,42,1.000000,1,1
284,52.190000,1.360055,0.162083,0.601600,0.592800,0.984143,0.972333,0.600200,0.984672,0.985000,0.609000,0.978982,0.993667,0.984043,0.986667,48,40,1.000000,1,1
285,46.640000,1.582106,0.216717,0.598600,0.589400,0.979640,0.962333,0.594800,0.987223,0.978667,0.608600,0.974696,0.988667,0.984631,0.982333,46,53,1.000000,1,1
286,56.730000,1.232940,0.213285,0.605800,0.599800,0.976325,0.976000,0.600400,0.982012,0.982667,0.615800,0.967522,0.993000,0.979531,0.989000,62,33,1.000000,1,1
287,54.780000,1.316281,0.159464,0.606400,0.603800,0.969195,0.975333,0.600600,0.976357,0.977333,0.612400,0.968648,0.988667,0.974274,0.984667,78,46,1.000000,1,1
