epoch,client_id,fedrn_clean_count,net2_clean_count,final_clean_count,fedrn_only_clean_count,net2_only_clean_count,both_clean_count,fedrn_only_precision,net2_only_precision,both_precision,fedrn_precision,net2_precision,final_precision,fedrn_recall,net2_recall,final_recall
266,85,301,305,302,0,4,301,0.000000,0.250000,0.993355,0.993355,0.983607,0.993377,0.996667,1.000000,1.000000
266,71,299,302,301,0,3,299,0.000000,0.000000,0.996656,0.996656,0.986755,0.990033,0.993333,0.993333,0.993333
266,33,306,310,308,0,4,306,0.000000,0.250000,0.977124,0.977124,0.967742,0.974026,0.996667,1.000000,1.000000
266,95,292,304,300,1,13,291,0.000000,0.692308,0.975945,0.972603,0.963816,0.960000,0.946667,0.976667,0.960000
267,19,295,315,309,1,21,294,0.000000,0.571429,0.979592,0.976271,0.952381,0.964401,0.960000,1.000000,0.993333
267,40,324,325,324,0,1,324,0.000000,0.000000,0.925926,0.925926,0.923077,0.925926,1.000000,1.000000,1.000000
267,3,298,300,300,0,2,298,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.993333,1.000000,1.000000
267,70,297,298,299,1,2,296,1.000000,1.000000,0.993243,0.993266,0.993289,0.993311,0.983333,0.986667,0.990000
267,98,300,310,302,0,10,300,0.000000,0.800000,0.966667,0.966667,0.961290,0.966887,0.966667,0.993333,0.973333
267,84,299,299,299,2,2,297,0.500000,0.500000,0.983165,0.979933,0.979933,0.979933,0.976667,0.976667,0.976667
267,59,301,303,301,2,4,299,0.500000,0.500000,0.983278,0.980066,0.976898,0.980066,0.983333,0.986667,0.983333
267,0,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
267,78,300,307,302,2,9,298,1.000000,0.666667,0.966443,0.966667,0.957655,0.960265,0.966667,0.980000,0.966667
267,68,300,305,301,0,5,300,0.000000,0.600000,0.986667,0.986667,0.980328,0.986711,0.986667,0.996667,0.990000
268,16,294,307,295,0,13,294,0.000000,0.538462,0.989796,0.989796,0.970684,0.989831,0.970000,0.993333,0.973333
268,63,300,314,300,0,14,300,0.000000,0.357143,0.980000,0.980000,0.952229,0.980000,0.980000,0.996667,0.980000
268,15,298,314,304,0,16,298,0.000000,0.437500,0.983221,0.983221,0.955414,0.976974,0.976667,1.000000,0.990000
268,36,300,301,300,0,1,300,0.000000,1.000000,0.993333,0.993333,0.993355,0.993333,0.993333,0.996667,0.993333
268,85,302,302,303,1,1,301,1.000000,1.000000,0.986711,0.986755,0.986755,0.986799,0.993333,0.993333,0.996667
268,18,297,298,298,1,2,296,1.000000,1.000000,0.996622,0.996633,0.996644,0.996644,0.986667,0.990000,0.990000
268,92,297,299,298,1,3,296,1.000000,0.666667,0.993243,0.993266,0.989967,0.993289,0.983333,0.986667,0.986667
268,49,307,312,312,3,8,304,0.666667,0.500000,0.963816,0.960912,0.951923,0.955128,0.983333,0.990000,0.993333
268,78,305,321,310,0,16,305,0.000000,0.625000,0.950820,0.950820,0.934579,0.948387,0.966667,1.000000,0.980000
268,24,303,304,307,4,5,299,0.500000,0.200000,0.973244,0.966997,0.960526,0.957655,0.976667,0.973333,0.980000
269,95,295,308,301,0,13,295,0.000000,0.769231,0.966102,0.966102,0.957792,0.966777,0.950000,0.983333,0.970000
269,63,298,302,300,0,4,298,0.000000,0.750000,0.983221,0.983221,0.980132,0.980000,0.976667,0.986667,0.980000
269,0,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
269,45,294,297,295,2,5,292,1.000000,1.000000,0.976027,0.976190,0.976431,0.976271,0.956667,0.966667,0.960000
269,76,300,299,300,1,0,299,0.000000,0.000000,0.996656,0.993333,0.996656,0.993333,0.993333,0.993333,0.993333
269,65,298,313,307,0,15,298,0.000000,0.666667,0.969799,0.969799,0.955272,0.964169,0.963333,0.996667,0.986667
269,39,310,318,311,0,8,310,0.000000,0.250000,0.961290,0.961290,0.943396,0.961415,0.993333,1.000000,0.996667
269,93,296,300,298,0,4,296,0.000000,0.750000,0.996622,0.996622,0.993333,0.996644,0.983333,0.993333,0.990000
269,68,296,294,294,3,1,293,0.333333,0.000000,0.996587,0.989865,0.993197,0.993197,0.976667,0.973333,0.973333
269,23,298,297,298,1,0,297,1.000000,0.000000,0.996633,0.996644,0.996633,0.996644,0.990000,0.986667,0.990000
270,72,328,326,326,3,1,325,0.000000,0.000000,0.923077,0.914634,0.920245,0.920245,1.000000,1.000000,1.000000
270,61,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
270,54,284,304,286,1,21,283,1.000000,0.761905,0.985866,0.985915,0.970395,0.986014,0.933333,0.983333,0.940000
270,78,309,314,311,0,5,309,0.000000,0.600000,0.954693,0.954693,0.949045,0.954984,0.983333,0.993333,0.990000
270,96,303,303,302,2,2,301,0.500000,0.500000,0.990033,0.986799,0.986799,0.990066,0.996667,0.996667,0.996667
270,35,299,312,300,3,16,296,0.333333,0.500000,0.983108,0.976589,0.958333,0.983333,0.973333,0.996667,0.983333
270,49,308,314,309,1,7,307,0.000000,0.428571,0.964169,0.961039,0.952229,0.961165,0.986667,0.996667,0.990000
270,81,159,158,159,1,0,158,1.000000,0.000000,0.949367,0.949686,0.949367,0.949686,0.503333,0.500000,0.503333
270,55,309,310,310,3,4,306,0.000000,0.750000,0.964052,0.954693,0.961290,0.958065,0.983333,0.993333,0.990000
270,33,289,309,300,4,24,285,0.500000,0.791667,0.978947,0.972318,0.964401,0.980000,0.936667,0.993333,0.980000
271,54,303,306,304,2,5,301,0.000000,0.200000,0.993355,0.986799,0.980392,0.986842,0.996667,1.000000,1.000000
271,88,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
271,26,293,295,293,10,12,283,0.800000,0.583333,1.000000,0.993174,0.983051,0.993174,0.970000,0.966667,0.970000
271,77,301,307,303,1,7,300,1.000000,0.285714,0.990000,0.990033,0.973941,0.986799,0.993333,0.996667,0.996667
271,18,299,297,299,3,1,296,0.666667,1.000000,0.996622,0.993311,0.996633,0.993311,0.990000,0.986667,0.990000
271,75,299,302,301,1,4,298,1.000000,1.000000,0.986577,0.986622,0.986755,0.986711,0.983333,0.993333,0.990000
271,42,302,305,303,1,4,301,1.000000,0.500000,0.986711,0.986755,0.980328,0.986799,0.993333,0.996667,0.996667
271,90,299,299,299,1,1,298,1.000000,1.000000,0.993289,0.993311,0.993311,0.993311,0.990000,0.990000,0.990000
271,48,308,316,310,0,8,308,0.000000,0.375000,0.964286,0.964286,0.949367,0.961290,0.990000,1.000000,0.993333
271,45,293,308,299,0,15,293,0.000000,0.666667,0.972696,0.972696,0.957792,0.966555,0.950000,0.983333,0.963333
272,35,299,311,303,4,16,295,0.500000,0.312500,0.989831,0.983278,0.954984,0.980198,0.980000,0.990000,0.990000
272,65,301,315,310,0,14,301,0.000000,0.642857,0.963455,0.963455,0.949206,0.954839,0.966667,0.996667,0.986667
272,20,302,304,303,3,5,299,1.000000,0.200000,0.966555,0.966887,0.953947,0.966997,0.973333,0.966667,0.976667
272,71,302,302,302,0,0,302,0.000000,0.000000,0.990066,0.990066,0.990066,0.990066,0.996667,0.996667,0.996667
272,56,296,306,303,3,13,293,0.333333,0.769231,0.986348,0.979730,0.977124,0.980198,0.966667,0.996667,0.990000
272,6,297,308,298,0,11,297,0.000000,0.363636,0.993266,0.993266,0.970779,0.993289,0.983333,0.996667,0.986667
272,80,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
272,67,296,301,299,1,6,295,1.000000,0.833333,0.983051,0.983108,0.980066,0.979933,0.970000,0.983333,0.976667
272,73,298,301,298,1,4,297,0.000000,0.750000,0.996633,0.993289,0.993355,0.993289,0.986667,0.996667,0.986667
272,68,297,300,298,2,5,295,0.500000,0.600000,0.993220,0.989899,0.986667,0.989933,0.980000,0.986667,0.983333
273,89,299,301,300,2,4,297,1.000000,1.000000,0.979798,0.979933,0.980066,0.980000,0.976667,0.983333,0.980000
273,9,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
273,13,297,298,297,0,1,297,0.000000,1.000000,0.996633,0.996633,0.996644,0.996633,0.986667,0.990000,0.986667
273,28,292,307,294,1,16,291,0.000000,0.687500,0.986254,0.982877,0.970684,0.979592,0.956667,0.993333,0.960000
273,25,298,301,300,1,4,297,0.000000,1.000000,0.989899,0.986577,0.990033,0.986667,0.980000,0.993333,0.986667
273,27,313,319,315,0,6,313,0.000000,0.000000,0.952077,0.952077,0.934169,0.946032,0.993333,0.993333,0.993333
273,26,304,312,306,0,8,304,0.000000,0.250000,0.980263,0.980263,0.961538,0.980392,0.993333,1.000000,1.000000
273,18,299,300,299,0,1,299,0.000000,0.000000,0.993311,0.993311,0.990000,0.993311,0.990000,0.990000,0.990000
273,68,301,301,301,1,1,300,1.000000,0.000000,0.990000,0.990033,0.986711,0.990033,0.993333,0.990000,0.993333
273,88,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
274,64,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
274,99,312,326,317,0,14,312,0.000000,0.071429,0.958333,0.958333,0.920245,0.946372,0.996667,1.000000,1.000000
274,49,308,313,311,2,7,306,0.000000,0.428571,0.967320,0.961039,0.955272,0.958199,0.986667,0.996667,0.993333
274,34,160,161,160,0,1,160,0.000000,1.000000,0.906250,0.906250,0.906832,0.906250,0.483333,0.486667,0.483333
274,27,307,320,313,1,14,306,0.000000,0.357143,0.960784,0.957655,0.934375,0.952077,0.980000,0.996667,0.993333
274,3,300,298,300,2,0,298,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.993333,1.000000
274,35,301,301,302,15,15,286,0.866667,0.200000,0.993007,0.986711,0.953488,0.983444,0.990000,0.956667,0.990000
274,2,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
274,84,296,299,297,0,3,296,0.000000,1.000000,0.983108,0.983108,0.983278,0.983165,0.970000,0.980000,0.973333
274,32,301,304,301,0,3,301,0.000000,0.333333,0.990033,0.990033,0.983553,0.990033,0.993333,0.996667,0.993333
275,65,300,307,308,2,9,298,0.500000,0.777778,0.969799,0.966667,0.964169,0.961039,0.966667,0.986667,0.986667
275,34,161,161,161,0,0,161,0.000000,0.000000,0.906832,0.906832,0.906832,0.906832,0.486667,0.486667,0.486667
275,56,300,304,304,0,4,300,0.000000,0.750000,0.983333,0.983333,0.980263,0.980263,0.983333,0.993333,0.993333
275,97,304,314,307,0,10,304,0.000000,0.300000,0.967105,0.967105,0.945860,0.960912,0.980000,0.990000,0.983333
275,46,299,298,301,4,3,295,0.250000,0.666667,0.996610,0.986622,0.993289,0.986711,0.983333,0.986667,0.990000
275,73,299,302,299,2,5,297,1.000000,0.600000,0.993266,0.993311,0.986755,0.993311,0.990000,0.993333,0.990000
275,67,299,309,303,1,11,298,1.000000,0.363636,0.983221,0.983278,0.961165,0.980198,0.980000,0.990000,0.990000
275,83,292,308,300,1,17,291,0.000000,0.647059,0.993127,0.989726,0.974026,0.986667,0.963333,1.000000,0.986667
275,26,302,317,306,0,15,302,0.000000,0.000000,0.993377,0.993377,0.946372,0.980392,1.000000,1.000000,1.000000
275,94,296,300,300,0,4,296,0.000000,0.750000,0.996622,0.996622,0.993333,0.993333,0.983333,0.993333,0.993333
276,7,302,304,303,0,2,302,0.000000,0.500000,0.986755,0.986755,0.983553,0.983498,0.993333,0.996667,0.993333
276,6,300,305,300,0,5,300,0.000000,0.200000,0.993333,0.993333,0.980328,0.993333,0.993333,0.996667,0.993333
276,70,295,300,297,1,6,294,1.000000,0.500000,0.996599,0.996610,0.986667,0.993266,0.980000,0.986667,0.983333
276,23,295,299,299,1,5,294,0.000000,1.000000,0.996599,0.993220,0.996656,0.993311,0.976667,0.993333,0.990000
276,17,298,311,301,1,14,297,0.000000,0.571429,0.976431,0.973154,0.958199,0.973422,0.966667,0.993333,0.976667
276,11,296,309,297,0,13,296,0.000000,0.538462,0.976351,0.976351,0.957929,0.973064,0.963333,0.986667,0.963333
276,56,296,305,301,1,10,295,1.000000,0.800000,0.986441,0.986486,0.980328,0.983389,0.973333,0.996667,0.986667
276,29,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
276,5,298,299,298,0,1,298,0.000000,1.000000,0.993289,0.993289,0.993311,0.993289,0.986667,0.990000,0.986667
276,92,298,300,298,1,3,297,1.000000,0.333333,0.993266,0.993289,0.986667,0.993289,0.986667,0.986667,0.986667
277,43,298,298,299,2,2,296,1.000000,1.000000,0.989865,0.989933,0.989933,0.989967,0.983333,0.983333,0.986667
277,45,295,303,298,0,8,295,0.000000,0.500000,0.979661,0.979661,0.966997,0.973154,0.963333,0.976667,0.966667
277,97,301,317,306,0,16,301,0.000000,0.562500,0.963455,0.963455,0.943218,0.957516,0.966667,0.996667,0.976667
277,13,298,298,298,0,0,298,0.000000,0.000000,0.996644,0.996644,0.996644,0.996644,0.990000,0.990000,0.990000
277,94,301,305,301,1,5,300,1.000000,0.200000,0.990000,0.990033,0.977049,0.990033,0.993333,0.993333,0.993333
277,26,304,310,306,2,8,302,0.000000,0.125000,0.990066,0.983553,0.967742,0.980392,0.996667,1.000000,1.000000
277,73,296,303,297,0,7,296,0.000000,0.571429,0.996622,0.996622,0.986799,0.996633,0.983333,0.996667,0.986667
277,7,300,303,302,0,3,300,0.000000,0.333333,0.990000,0.990000,0.983498,0.986755,0.990000,0.993333,0.993333
277,11,297,305,298,0,8,297,0.000000,0.375000,0.976431,0.976431,0.960656,0.973154,0.966667,0.976667,0.966667
277,64,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
278,17,223,309,297,11,97,212,0.636364,0.855670,0.990566,0.973094,0.948220,0.966330,0.723333,0.976667,0.956667
278,81,161,157,157,4,0,157,1.000000,0.000000,0.949045,0.950311,0.949045,0.949045,0.510000,0.496667,0.496667
278,95,297,303,299,3,9,294,0.333333,0.777778,0.969388,0.962963,0.963696,0.956522,0.953333,0.973333,0.953333
278,73,299,302,299,0,3,299,0.000000,0.666667,0.996656,0.996656,0.993377,0.996656,0.993333,1.000000,0.993333
278,35,301,312,305,1,12,300,1.000000,0.416667,0.980000,0.980066,0.958333,0.977049,0.983333,0.996667,0.993333
278,19,299,308,302,2,11,297,0.000000,0.727273,0.979798,0.973244,0.970779,0.970199,0.970000,0.996667,0.976667
278,24,305,310,307,0,5,305,0.000000,0.600000,0.960656,0.960656,0.954839,0.957655,0.976667,0.986667,0.980000
278,88,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
278,28,295,300,296,1,6,294,0.000000,0.666667,0.982993,0.979661,0.976667,0.979730,0.963333,0.976667,0.966667
278,16,296,311,296,0,15,296,0.000000,0.400000,0.989865,0.989865,0.961415,0.989865,0.976667,0.996667,0.976667
279,88,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
279,90,298,299,299,0,1,298,0.000000,1.000000,0.993289,0.993289,0.993311,0.993311,0.986667,0.990000,0.990000
279,35,300,307,302,2,9,298,0.500000,0.555556,0.986577,0.983333,0.973941,0.980132,0.983333,0.996667,0.986667
279,18,299,300,299,3,4,296,0.666667,0.750000,0.996622,0.993311,0.993333,0.993311,0.990000,0.993333,0.990000
279,51,311,323,316,0,12,311,0.000000,0.250000,0.954984,0.954984,0.928793,0.949367,0.990000,1.000000,1.000000
279,39,310,317,310,0,7,310,0.000000,0.428571,0.958065,0.958065,0.946372,0.958065,0.990000,1.000000,0.990000
279,46,304,303,304,2,1,302,0.000000,0.000000,0.986755,0.980263,0.983498,0.980263,0.993333,0.993333,0.993333
279,65,301,309,303,0,8,301,0.000000,0.500000,0.973422,0.973422,0.961165,0.973597,0.976667,0.990000,0.983333
279,77,303,317,305,0,14,303,0.000000,0.214286,0.980198,0.980198,0.946372,0.980328,0.990000,1.000000,0.996667
279,31,295,303,303,1,9,294,1.000000,1.000000,0.982993,0.983051,0.983498,0.983498,0.966667,0.993333,0.993333
280,61,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
280,94,301,302,302,0,1,301,0.000000,0.000000,0.993355,0.993355,0.990066,0.990066,0.996667,0.996667,0.996667
280,73,299,301,299,1,3,298,1.000000,0.333333,0.996644,0.996656,0.990033,0.996656,0.993333,0.993333,0.993333
280,51,310,324,316,0,14,310,0.000000,0.214286,0.958065,0.958065,0.925926,0.949367,0.990000,1.000000,1.000000
280,9,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
280,46,298,302,298,3,7,295,0.333333,0.857143,0.989831,0.983221,0.986755,0.979866,0.976667,0.993333,0.973333
280,89,300,307,303,0,7,300,0.000000,0.571429,0.983333,0.983333,0.973941,0.976898,0.983333,0.996667,0.986667
280,15,296,313,299,0,17,296,0.000000,0.470588,0.986486,0.986486,0.958466,0.979933,0.973333,1.000000,0.976667
280,76,299,301,300,0,2,299,0.000000,1.000000,0.993311,0.993311,0.993355,0.993333,0.990000,0.996667,0.993333
280,85,300,304,301,0,4,300,0.000000,0.750000,0.990000,0.990000,0.986842,0.990033,0.990000,1.000000,0.993333
281,35,299,313,304,1,15,298,0.000000,0.533333,0.979866,0.976589,0.958466,0.973684,0.973333,1.000000,0.986667
281,45,293,298,295,2,7,291,1.000000,1.000000,0.975945,0.976109,0.976510,0.976271,0.953333,0.970000,0.960000
281,29,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
281,47,290,295,293,1,6,289,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.966667,0.983333,0.976667
281,33,300,315,306,0,15,300,0.000000,0.200000,0.990000,0.990000,0.952381,0.977124,0.990000,1.000000,0.996667
281,94,299,306,299,0,7,299,0.000000,0.142857,0.996656,0.996656,0.977124,0.996656,0.993333,0.996667,0.993333
281,43,296,298,298,1,3,295,0.000000,0.666667,0.996610,0.993243,0.993289,0.993289,0.980000,0.986667,0.986667
281,23,297,304,301,2,9,295,1.000000,0.444444,0.993220,0.993266,0.976974,0.990033,0.983333,0.990000,0.993333
281,11,298,298,297,3,3,295,1.000000,1.000000,0.972881,0.973154,0.973154,0.973064,0.966667,0.966667,0.963333
281,89,305,305,306,2,2,303,0.500000,1.000000,0.970297,0.967213,0.970492,0.967320,0.983333,0.986667,0.986667
282,84,299,309,302,1,11,298,0.000000,0.545455,0.983221,0.979933,0.967638,0.976821,0.976667,0.996667,0.983333
282,17,295,311,300,0,16,295,0.000000,0.687500,0.972881,0.972881,0.958199,0.966667,0.956667,0.993333,0.966667
282,57,309,321,312,0,12,309,0.000000,0.250000,0.957929,0.957929,0.931464,0.951923,0.986667,0.996667,0.990000
282,41,287,303,290,1,17,286,1.000000,0.647059,0.993007,0.993031,0.973597,0.989655,0.950000,0.983333,0.956667
282,28,290,304,295,0,14,290,0.000000,0.714286,0.986207,0.986207,0.973684,0.983051,0.953333,0.986667,0.966667
282,7,303,304,303,0,1,303,0.000000,0.000000,0.983498,0.983498,0.980263,0.983498,0.993333,0.993333,0.993333
282,62,296,299,297,2,5,294,0.000000,0.400000,0.996599,0.989865,0.986622,0.989899,0.976667,0.983333,0.980000
282,44,305,317,311,1,13,304,0.000000,0.384615,0.970395,0.967213,0.946372,0.961415,0.983333,1.000000,0.996667
282,99,314,321,318,2,9,312,1.000000,0.111111,0.951923,0.952229,0.928349,0.943396,0.996667,0.993333,1.000000
282,32,158,154,157,5,1,153,1.000000,1.000000,0.947712,0.949367,0.948052,0.949045,0.500000,0.486667,0.496667
283,10,301,320,308,0,19,301,0.000000,0.684211,0.953488,0.953488,0.937500,0.954545,0.956667,1.000000,0.980000
283,89,302,306,304,0,4,302,0.000000,0.500000,0.976821,0.976821,0.970588,0.976974,0.983333,0.990000,0.990000
283,17,301,311,306,1,11,300,1.000000,0.636364,0.966667,0.966777,0.954984,0.960784,0.970000,0.990000,0.980000
283,95,301,308,303,0,7,301,0.000000,0.714286,0.960133,0.960133,0.954545,0.960396,0.963333,0.980000,0.970000
283,58,299,316,305,3,20,296,0.666667,0.250000,0.989865,0.986622,0.943038,0.980328,0.983333,0.993333,0.996667
283,29,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
283,21,302,314,307,3,15,299,0.333333,0.600000,0.966555,0.960265,0.949045,0.960912,0.966667,0.993333,0.983333
283,46,302,293,302,11,2,291,0.909091,0.000000,0.989691,0.986755,0.982935,0.983444,0.993333,0.960000,0.990000
283,62,297,299,298,0,2,297,0.000000,1.000000,0.986532,0.986532,0.986622,0.986577,0.976667,0.983333,0.980000
283,22,296,303,299,0,7,296,0.000000,0.714286,0.993243,0.993243,0.986799,0.993311,0.980000,0.996667,0.990000
284,37,309,313,310,0,4,309,0.000000,0.500000,0.964401,0.964401,0.958466,0.961290,0.993333,1.000000,0.993333
284,2,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
284,1,298,299,298,1,2,297,1.000000,0.500000,0.996633,0.996644,0.993311,0.996644,0.990000,0.990000,0.990000
284,71,300,305,300,0,5,300,0.000000,0.600000,0.990000,0.990000,0.983607,0.990000,0.990000,1.000000,0.990000
284,31,296,302,296,0,6,296,0.000000,1.000000,0.979730,0.979730,0.980132,0.979730,0.966667,0.986667,0.966667
284,79,304,318,307,0,14,304,0.000000,0.357143,0.970395,0.970395,0.943396,0.967427,0.983333,1.000000,0.990000
284,82,297,296,297,1,0,296,1.000000,0.000000,0.993243,0.993266,0.993243,0.993266,0.983333,0.980000,0.983333
284,36,299,302,299,0,3,299,0.000000,0.666667,0.996656,0.996656,0.993377,0.996656,0.993333,1.000000,0.993333
284,85,298,301,300,1,4,297,1.000000,0.750000,0.993266,0.993289,0.990033,0.993333,0.986667,0.993333,0.993333
284,17,300,309,301,0,9,300,0.000000,0.777778,0.963333,0.963333,0.957929,0.963455,0.963333,0.986667,0.966667
285,56,301,305,302,0,4,301,0.000000,0.750000,0.986711,0.986711,0.983607,0.986755,0.990000,1.000000,0.993333
285,98,295,299,298,4,8,291,1.000000,0.625000,0.972509,0.972881,0.963211,0.966443,0.956667,0.960000,0.960000
285,58,299,317,304,0,18,299,0.000000,0.333333,0.983278,0.983278,0.946372,0.973684,0.980000,1.000000,0.986667
285,46,298,308,299,0,10,298,0.000000,0.400000,0.993289,0.993289,0.974026,0.989967,0.986667,1.000000,0.986667
285,52,301,300,301,1,0,300,1.000000,0.000000,0.993333,0.993355,0.993333,0.993355,0.996667,0.993333,0.996667
285,8,299,299,299,0,0,299,0.000000,0.000000,0.996656,0.996656,0.996656,0.996656,0.993333,0.993333,0.993333
285,18,299,297,299,3,1,296,1.000000,1.000000,0.993243,0.993311,0.993266,0.993311,0.990000,0.983333,0.990000
285,82,295,298,296,0,3,295,0.000000,0.666667,0.996610,0.996610,0.993289,0.993243,0.980000,0.986667,0.980000
285,84,290,320,298,0,30,290,0.000000,0.466667,0.982759,0.982759,0.934375,0.979866,0.950000,0.996667,0.973333
285,11,297,300,297,2,5,295,1.000000,1.000000,0.972881,0.973064,0.973333,0.973064,0.963333,0.973333,0.963333
286,68,298,302,299,3,7,295,0.666667,0.714286,0.993220,0.989933,0.986755,0.989967,0.983333,0.993333,0.986667
286,77,300,306,300,4,10,296,1.000000,0.100000,0.986486,0.986667,0.957516,0.986667,0.986667,0.976667,0.986667
286,58,299,315,304,0,16,299,0.000000,0.250000,0.986622,0.986622,0.949206,0.983553,0.983333,0.996667,0.996667
286,3,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
286,20,299,310,304,0,11,299,0.000000,0.818182,0.963211,0.963211,0.958065,0.963816,0.960000,0.990000,0.976667
286,66,296,299,297,2,5,294,1.000000,1.000000,0.993197,0.993243,0.993311,0.993266,0.980000,0.990000,0.983333
286,54,300,304,303,1,5,299,1.000000,0.000000,1.000000,1.000000,0.983553,0.990099,1.000000,0.996667,1.000000
286,83,293,300,298,3,10,290,1.000000,0.700000,0.996552,0.996587,0.986667,0.996644,0.973333,0.986667,0.990000
286,50,313,322,317,0,9,313,0.000000,0.222222,0.952077,0.952077,0.931677,0.943218,0.993333,1.000000,0.996667
286,21,304,321,307,0,17,304,0.000000,0.588235,0.953947,0.953947,0.934579,0.951140,0.966667,1.000000,0.973333
287,85,300,302,301,2,4,298,1.000000,0.250000,0.996644,0.996667,0.986755,0.993355,0.996667,0.993333,0.996667
287,46,301,304,301,1,4,300,0.000000,0.500000,0.993333,0.990033,0.986842,0.993355,0.993333,1.000000,0.996667
287,37,279,311,299,2,34,277,0.500000,0.735294,0.985560,0.982079,0.958199,0.973244,0.913333,0.993333,0.970000
287,24,304,307,309,2,5,302,1.000000,0.600000,0.956954,0.957237,0.951140,0.951456,0.970000,0.973333,0.980000
287,67,290,294,289,6,10,284,0.833333,0.500000,0.982394,0.979310,0.965986,0.979239,0.946667,0.946667,0.943333
287,28,295,301,296,1,7,294,1.000000,0.714286,0.982993,0.983051,0.976744,0.983108,0.966667,0.980000,0.970000
287,72,323,328,324,0,5,323,0.000000,0.200000,0.925697,0.925697,0.914634,0.922840,0.996667,1.000000,0.996667
287,80,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
287,38,311,315,313,2,6,309,0.000000,0.500000,0.961165,0.954984,0.952381,0.952077,0.990000,1.000000,0.993333
287,60,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
288,5,297,300,298,0,3,297,0.000000,0.666667,0.993266,0.993266,0.990000,0.993289,0.983333,0.990000,0.986667
288,25,296,298,299,3,5,293,1.000000,0.800000,0.989761,0.989865,0.986577,0.989967,0.976667,0.980000,0.986667
288,47,294,298,295,0,4,294,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.980000,0.993333,0.983333
288,98,301,303,303,4,6,297,0.750000,0.666667,0.969697,0.966777,0.963696,0.966997,0.970000,0.973333,0.976667
288,95,293,312,299,1,20,292,1.000000,0.650000,0.976027,0.976109,0.955128,0.976589,0.953333,0.993333,0.973333
288,68,301,302,301,2,3,299,0.500000,1.000000,0.989967,0.986711,0.990066,0.986711,0.990000,0.996667,0.990000
288,60,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
288,97,306,312,308,1,7,305,1.000000,0.142857,0.963934,0.964052,0.945513,0.961039,0.983333,0.983333,0.986667
288,22,299,311,301,0,12,299,0.000000,0.166667,0.993311,0.993311,0.961415,0.986711,0.990000,0.996667,0.990000
288,52,300,300,300,1,1,299,1.000000,1.000000,0.993311,0.993333,0.993333,0.993333,0.993333,0.993333,0.993333
289,74,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
289,66,296,298,297,2,4,294,1.000000,0.750000,0.993197,0.993243,0.989933,0.993266,0.980000,0.983333,0.983333
289,62,295,302,296,0,7,295,0.000000,0.714286,0.993220,0.993220,0.986755,0.993243,0.976667,0.993333,0.980000
